"UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","lat","lon"
90508,"HUANCAVELICA","CHURCAMPA","SAN MIGUEL DE MAYOCC",-12.80555,-74.3899085
90509,"HUANCAVELICA","CHURCAMPA","SAN PEDRO DE CORIS",-12.5781896,-74.411711
90510,"HUANCAVELICA","CHURCAMPA","PACHAMARCA",-12.5154459,-74.5263483
90601,"HUANCAVELICA","HUAYTARA","HUAYTARA",-13.6710793,-75.0995879
90602,"HUANCAVELICA","HUAYTARA","AYAVI",-13.7029229,-75.3508725
90603,"HUANCAVELICA","HUAYTARA","CORDOVA",-14.0391733,-75.1846354
90604,"HUANCAVELICA","HUAYTARA","HUAYACUNDO ARMA",-13.5340073,-75.314588
90605,"HUANCAVELICA","HUAYTARA","LARAMARCA",-13.9484741,-75.0353852
90606,"HUANCAVELICA","HUAYTARA","OCOYO",-14.0082383,-75.022463
90607,"HUANCAVELICA","HUAYTARA","PILPICHACA",-13.3301641,-74.9769545
90608,"HUANCAVELICA","HUAYTARA","QUERCO",-13.9795156,-74.9768017
90609,"HUANCAVELICA","HUAYTARA","QUITO ARMA",-13.5285368,-75.3275782
90610,"HUANCAVELICA","HUAYTARA","SAN ANTONIO DE",-12.78261,-74.97266
90611,"HUANCAVELICA","HUAYTARA","SAN FRANCISCO DE",-13.79522,-75.2493
90612,"HUANCAVELICA","HUAYTARA","SAN ISIDRO",-13.9794303,-75.2395936
90613,"HUANCAVELICA","HUAYTARA","SANTIAGO DE",-13.8253228,-75.2576875
90614,"HUANCAVELICA","HUAYTARA","SANTIAGO DE",-13.8253228,-75.2576875
90615,"HUANCAVELICA","HUAYTARA","SANTO DOMINGO DE CAPILLAS",-9.0916311,-78.5742996
90616,"HUANCAVELICA","HUAYTARA","TAMBO",-13.6895118,-75.2746802
90701,"HUANCAVELICA","TAYACAJA","PAMPAS",-12.3987428,-74.8684404
90702,"HUANCAVELICA","TAYACAJA","ACOSTAMBO",-12.4232414,-75.0007196
90703,"HUANCAVELICA","TAYACAJA","ACRAQUIA",-12.4068422,-74.9013577
90704,"HUANCAVELICA","TAYACAJA","AHUAYCHA",-12.4074359,-74.8914236
90705,"HUANCAVELICA","TAYACAJA","COLCABAMBA",-12.4109277,-74.6809318
90706,"HUANCAVELICA","TAYACAJA","DANIEL HERNANDEZ",-12.3551351,-74.8309521
90707,"HUANCAVELICA","TAYACAJA","HUACHOCOLPA",-13.0317426,-74.9470783
90709,"HUANCAVELICA","TAYACAJA","HUARIBAMBA",-12.2795264,-74.9381957
90710,"HUANCAVELICA","TAYACAJA","NAHUIMPUQUIO",-12.3291386,-75.0698756
90711,"HUANCAVELICA","TAYACAJA","PAZOS",-12.259004,-75.0704157
90713,"HUANCAVELICA","TAYACAJA","QUISHUAR",-12.2439427,-74.7773826
90714,"HUANCAVELICA","TAYACAJA","SALCABAMBA",-12.201982,-74.7807505
90715,"HUANCAVELICA","TAYACAJA","SALCAHUASI",-12.1037609,-74.7515924
90716,"HUANCAVELICA","TAYACAJA","SAN MARCOS DE",-18.4655341,-70.2909928
90717,"HUANCAVELICA","TAYACAJA","SURCUBAMBA",-12.1163321,-74.630159
90718,"HUANCAVELICA","TAYACAJA","TINTAY PUNCU",-12.1842322,-74.5543963
100101,"HUANUCO","HUANUCO","HUANUCO",-9.9293255,-76.2394845
100102,"HUANUCO","HUANUCO","AMARILIS",-9.9407565,-76.2386015
100103,"HUANUCO","HUANUCO","CHINCHAO",-9.6560513,-76.0664037
100104,"HUANUCO","HUANUCO","CHURUBAMBA",-9.7006318,-76.2611401
100105,"HUANUCO","HUANUCO","MARGOS",-10.0054151,-76.5230933
100106,"HUANUCO","HUANUCO","QUISQUI",-9.8913497,-76.4033952
100107,"HUANUCO","HUANUCO","SAN FRANCISCO DE",-10.3340887,-76.2850016
100108,"HUANUCO","HUANUCO","SAN PEDRO DE CHAULAN",-10.0902304,-76.4050607
100109,"HUANUCO","HUANUCO","SANTA MARIA DEL VALLE",-9.8631562,-76.1741523
100110,"HUANUCO","HUANUCO","YARUMAYO",-9.9621679,-76.4511259
100111,"HUANUCO","HUANUCO","PILLCO MARCA",-10.0326504,-76.258029
100201,"HUANUCO","AMBO","AMBO",-10.166667,-76.166667
100202,"HUANUCO","AMBO","CAYNA",-10.2723727,-76.3886207
100203,"HUANUCO","AMBO","COLPAS",-10.2681315,-76.4153945
100204,"HUANUCO","AMBO","CONCHAMARCA",-10.0357616,-76.2165665
100205,"HUANUCO","AMBO","HUACAR",-10.2043213,-76.2766508
100206,"HUANUCO","AMBO","SAN FRANCISCO",-10.3340887,-76.2850016
100207,"HUANUCO","AMBO","SAN RAFAEL",-10.3378964,-76.182284
100208,"HUANUCO","AMBO","TOMAY KICHWA",-10.0634101,-76.1907262
100301,"HUANUCO","DOS DE MAYO","LA UNION",-9.8284557,-76.8013469
100307,"HUANUCO","DOS DE MAYO","CHUQUIS",-9.6773548,-76.7047049
100311,"HUANUCO","DOS DE MAYO","MARIAS",-9.6072043,-76.7065611
100313,"HUANUCO","DOS DE MAYO","PACHAS",-9.7069274,-76.771447
100316,"HUANUCO","DOS DE MAYO","QUIVILLA",-9.5794619,-76.7055593
100317,"HUANUCO","DOS DE MAYO","RIPAN",-9.8000928,-76.8412034
100321,"HUANUCO","DOS DE MAYO","SHUNQUI",-9.7311947,-76.7833329
100322,"HUANUCO","DOS DE MAYO","SILLAPATA",-9.7568791,-76.7747338
100323,"HUANUCO","DOS DE MAYO","YANAS",-9.7144768,-76.750043
100401,"HUANUCO","HUACAYBAMBA","HUACAYBAMBA",-8.972827,-76.8199087
100402,"HUANUCO","HUACAYBAMBA","CANCHABAMBA",-8.8848281,-77.1233897
100403,"HUANUCO","HUACAYBAMBA","COCHABAMBA",-9.0950192,-76.8366288
100404,"HUANUCO","HUACAYBAMBA","PINRA",-8.9248412,-77.0153552
100501,"HUANUCO","HUAMALIES","LLATA",-9.5499479,-76.8156098
100502,"HUANUCO","HUAMALIES","ARANCAY",-9.1720821,-76.7513311
100503,"HUANUCO","HUAMALIES","CHAVIN DE PARIARCA",-9.4232295,-76.771136
100504,"HUANUCO","HUAMALIES","JACAS GRANDE",-9.5399548,-76.7370504
100505,"HUANUCO","HUAMALIES","JIRCAN",-9.2467919,-76.7191947
100506,"HUANUCO","HUAMALIES","MIRAFLORES",-9.4941859,-76.8186611
100507,"HUANUCO","HUAMALIES","MONZON",-9.279636,-76.3963652
100508,"HUANUCO","HUAMALIES","PUNCHAO",-9.4623743,-76.8198686
100509,"HUANUCO","HUAMALIES","PUNOS",-9.4997731,-76.8829418
100510,"HUANUCO","HUAMALIES","SINGA",-9.3885999,-76.8126267
100511,"HUANUCO","HUAMALIES","TANTAMAYO",-9.3924337,-76.7200432
100601,"HUANUCO","LEONCIO PRADO","RUPA RUPA",-9.1990928,-76.1312275
100602,"HUANUCO","LEONCIO PRADO","DANIEL ALOMIA ROBLES",-9.3900137,-75.7439285
100603,"HUANUCO","LEONCIO PRADO","HERMILIO VALDIZAN",-9.1388577,-75.8828696
100604,"HUANUCO","LEONCIO PRADO","JOSE CRESPO Y CASTILLO",-8.8511046,-76.0736301
100605,"HUANUCO","LEONCIO PRADO","LUYANDO",-9.1962396,-75.9736245
100606,"HUANUCO","LEONCIO PRADO","MARIANO DAMASO",-9.3947394,-76.0248833
100701,"HUANUCO","MARANON","HUACRACHUCO",-8.604487,-77.1492362
100702,"HUANUCO","MARANON","CHOLON",-8.646668,-76.7448914
100703,"HUANUCO","MARANON","SAN BUENAVENTURA",-8.7676146,-77.1859476
100801,"HUANUCO","PACHITEA","PANAO",-9.8974849,-75.9942918
100802,"HUANUCO","PACHITEA","CHAGLLA",-9.8449412,-75.9030616
100803,"HUANUCO","PACHITEA","MOLINO",-9.910194,-76.0164374
100804,"HUANUCO","PACHITEA","UMARI",-9.8731103,-76.0257002
100901,"HUANUCO","PUERTO INCA","PUERTO INCA",-9.3965671,-75.143911
100902,"HUANUCO","PUERTO INCA","CODO DEL POZUZO",-9.6468447,-75.4831107
100903,"HUANUCO","PUERTO INCA","HONORIA",-8.7152751,-74.6871746
100904,"HUANUCO","PUERTO INCA","TOURNAVISTA",-8.9307277,-74.7051197
100905,"HUANUCO","PUERTO INCA","YUYAPICHIS",-9.624966,-74.9969515
101001,"HUANUCO","LAURICOCHA","JESUS",-10.0781114,-76.6315739
101002,"HUANUCO","LAURICOCHA","BANOS",-10.0760293,-76.7358351
101003,"HUANUCO","LAURICOCHA","JIVIA",-10.0238918,-76.6805659
101004,"HUANUCO","LAURICOCHA","QUEROPALCA",-10.1810563,-76.8041537
101005,"HUANUCO","LAURICOCHA","RONDOS",-9.9840194,-76.6890145
101006,"HUANUCO","LAURICOCHA","SAN FRANCISCO DE ASIS",-9.9773301,-76.6289428
101007,"HUANUCO","LAURICOCHA","SAN MIGUEL DE CAURI",-10.2906895,-76.6301615
101101,"HUANUCO","YAROWILCA","CHAVINILLO",-9.8587298,-76.608363
101102,"HUANUCO","YAROWILCA","CAHUAC",-9.852732,-76.6306686
101103,"HUANUCO","YAROWILCA","CHACABAMBA",-9.9004495,-76.6106808
101104,"HUANUCO","YAROWILCA","APARICIO POMARES",-9.7226484,-76.5660686
101105,"HUANUCO","YAROWILCA","JACAS CHICO",-9.861128,-76.4945526
101106,"HUANUCO","YAROWILCA","OBAS",-9.7952931,-76.666242
101107,"HUANUCO","YAROWILCA","PAMPAMARCA",-9.7054721,-76.7027503
101108,"HUANUCO","YAROWILCA","CHORAS",-9.910101,-76.6059037
110101,"ICA","ICA","ICA",-14.0640967,-75.7290915
110102,"ICA","ICA","LA TINGUINA",-14.0390299,-75.7121428
110103,"ICA","ICA","LOS AQUIJES",-14.0963782,-75.6911243
110104,"ICA","ICA","OCUCAJE",-14.3470669,-75.6717561
110105,"ICA","ICA","PACHACUTEC",-13.7168475,-76.146008
110106,"ICA","ICA","PARCONA",-14.0467923,-75.6985201
110107,"ICA","ICA","PUEBLO NUEVO",-14.1274179,-75.7059308
110108,"ICA","ICA","SALAS",-13.9205918,-75.8852226
110109,"ICA","ICA","SAN JOSE DE LOS",-13.1479012,-75.7542586
110110,"ICA","ICA","SAN JUAN BAUTISTA",-15.3663369,-75.1558729
110111,"ICA","ICA","SANTIAGO",-14.1876287,-75.7141887
110112,"ICA","ICA","SUBTANJALLA",-14.0184761,-75.7583584
110113,"ICA","ICA","TATE",-14.1518066,-75.7044643
110114,"ICA","ICA","YAUCA DEL ROSARIO",-14.0914702,-75.4206358
110201,"ICA","CHINCHA","CHINCHA ALTA",-13.417488,-76.1325726
110202,"ICA","CHINCHA","ALTO LARAN",-14.4615708,-75.2368417
110203,"ICA","CHINCHA","CHAVIN",-13.4505078,-76.1235136
110204,"ICA","CHINCHA","CHINCHA BAJA",-13.4590207,-76.1616928
110205,"ICA","CHINCHA","EL CARMEN",-13.4998382,-76.0575153
110206,"ICA","CHINCHA","GROCIO PRADO",-13.3981258,-76.1564459
110207,"ICA","CHINCHA","PUEBLO NUEVO",-14.1274179,-75.7059308
110208,"ICA","CHINCHA","SAN JUAN DE YANAC",-13.2109521,-75.7868747
110209,"ICA","CHINCHA","SAN PEDRO DE",-13.551551,-76.1740728
110210,"ICA","CHINCHA","SUNAMPE",-14.101281,-75.7062344
110211,"ICA","CHINCHA","TAMBO DE MORA",-13.4584129,-76.1826425
110301,"ICA","NAZCA","NAZCA",-14.8277203,-74.9370624
110302,"ICA","NAZCA","CHANGUILLO",-14.6639776,-75.222762
110303,"ICA","NAZCA","EL INGENIO",-14.6451139,-75.0583569
110304,"ICA","NAZCA","MARCONA",-15.2155331,-75.0830344
110305,"ICA","NAZCA","VISTA ALEGRE",-14.8455251,-74.9439397
110401,"ICA","PALPA","PALPA",-14.3514852,-75.1707869
110402,"ICA","PALPA","LLIPATA",-14.5632559,-75.2074279
110403,"ICA","PALPA","RIO GRANDE",-14.4940726,-75.2039305
110404,"ICA","PALPA","SANTA CRUZ",-13.831901,-76.1388649
110405,"ICA","PALPA","TIBILLO",-14.0936575,-75.1719772
110501,"ICA","PISCO","PISCO",-13.7099813,-76.2029793
110502,"ICA","PISCO","HUANCANO",-13.600627,-75.6184308
110503,"ICA","PISCO","HUMAY",-13.7225359,-75.8866165
110504,"ICA","PISCO","INDEPENDENCIA",-13.6938769,-76.0239074
110505,"ICA","PISCO","PARACAS",-13.8350425,-76.2496219
110506,"ICA","PISCO","SAN ANDRES",-13.7446709,-76.2004788
110507,"ICA","PISCO","SAN CLEMENTE",-13.6807983,-76.1574626
110508,"ICA","PISCO","TUPAC AMARU INCA",-13.7134024,-76.1490753
120101,"JUNIN","HUANCAYO","HUANCAYO",-12.0761679,-75.2063189
120104,"JUNIN","HUANCAYO","CARHUACALLANGA",-12.356945,-75.1988203
120105,"JUNIN","HUANCAYO","CHACAPAMPA",-12.2723003,-75.1200865
120106,"JUNIN","HUANCAYO","CHICCHE",-12.2959624,-75.2977476
120107,"JUNIN","HUANCAYO","CHILCA",-12.0777922,-75.1825684
120108,"JUNIN","HUANCAYO","CHONGOS ALTO",-12.4907169,-75.4333667
120111,"JUNIN","HUANCAYO","CHUPURO",-12.21168,-75.2432024
120112,"JUNIN","HUANCAYO","COLCA",-12.3189249,-75.1865531
120113,"JUNIN","HUANCAYO","CULLHUAS",-12.2209522,-75.1673851
120114,"JUNIN","HUANCAYO","EL TAMBO",-11.97218,-75.1473422
120116,"JUNIN","HUANCAYO","HUACRAPUQUIO",-12.1835265,-75.2117386
120117,"JUNIN","HUANCAYO","HUALHUAS",-11.9716095,-75.2510503
120119,"JUNIN","HUANCAYO","HUANCAN",-12.1091361,-75.2088742
120120,"JUNIN","HUANCAYO","HUASICANCHA",-12.3320127,-75.2821253
120121,"JUNIN","HUANCAYO","HUAYUCACHI",-12.1382374,-75.2231754
120122,"JUNIN","HUANCAYO","INGENIO",-11.8897586,-75.2654169
120124,"JUNIN","HUANCAYO","PARIAHUANCA",-12.0289904,-74.8522455
120125,"JUNIN","HUANCAYO","PILCOMAYO",-12.0493725,-75.2504039
120126,"JUNIN","HUANCAYO","PUCARA",-11.5941864,-76.0832913
120127,"JUNIN","HUANCAYO","QUICHUAY",-11.8898124,-75.286375
120128,"JUNIN","HUANCAYO","QUILCAS",-11.9374892,-75.2592954
120129,"JUNIN","HUANCAYO","SAN AGUSTIN",-11.9900626,-75.2440041
120130,"JUNIN","HUANCAYO","SAN JERONIMO DE TUNAN",-11.9490237,-75.2827119
120132,"JUNIN","HUANCAYO","SANO",-11.9573274,-75.2572945
120133,"JUNIN","HUANCAYO","SAPALLANGA",-12.1411903,-75.1578244
120134,"JUNIN","HUANCAYO","SICAYA",-12.0151728,-75.2800852
120135,"JUNIN","HUANCAYO","SANTO DOMINGO DE ACOBAMBA",-0.2518734,-79.1632737
120136,"JUNIN","HUANCAYO","VIQUES",-12.1605985,-75.2261504
120201,"JUNIN","CONCEPCION","CONCEPCION",-11.7439496,-75.1002502
120202,"JUNIN","CONCEPCION","ACO",-11.9578405,-75.3673014
120203,"JUNIN","CONCEPCION","ANDAMARCA",-11.6878051,-74.8399916
120204,"JUNIN","CONCEPCION","CHAMBARA",-12.0274597,-75.3750545
120205,"JUNIN","CONCEPCION","COCHAS",-11.659928,-75.102177
120206,"JUNIN","CONCEPCION","COMAS",-11.6578955,-74.9817936
120207,"JUNIN","CONCEPCION","HEROINAS TOLEDO",-11.8385909,-75.2860121
120208,"JUNIN","CONCEPCION","MANZANARES",-12.0001258,-75.3636274
120209,"JUNIN","CONCEPCION","MARISCAL CASTILLA",-11.5894535,-75.1144821
120210,"JUNIN","CONCEPCION","MATAHUASI",-11.8937662,-75.3439685
120211,"JUNIN","CONCEPCION","MITO",-11.9365814,-75.3384517
120212,"JUNIN","CONCEPCION","NUEVE DE JULIO",-11.8913415,-75.3149266
120213,"JUNIN","CONCEPCION","ORCOTUNA",-11.9688991,-75.3097665
120214,"JUNIN","CONCEPCION","SAN JOSE DE QUERO",-12.08548,-75.5361774
120215,"JUNIN","CONCEPCION","SANTA ROSA DE OCOPA",-11.8766953,-75.2952236
120301,"JUNIN","CHANCHAMAYO","CHANCHAMAYO",-11.0147253,-75.0892243
120302,"JUNIN","CHANCHAMAYO","PERENE",-10.9834497,-74.7720107
120303,"JUNIN","CHANCHAMAYO","PICHANAQUI",-11.0028081,-74.815139
120304,"JUNIN","CHANCHAMAYO","SAN LUIS DE SHUARO",-10.8887276,-75.288652
120305,"JUNIN","CHANCHAMAYO","SAN RAMON",-11.1214018,-75.3521478
120306,"JUNIN","CHANCHAMAYO","VITOC",-11.2101234,-75.3345823
120401,"JUNIN","JAUJA","JAUJA",-11.7751615,-75.5000068
120402,"JUNIN","JAUJA","ACOLLA",-11.7314085,-75.5464856
120403,"JUNIN","JAUJA","APATA",-11.8673049,-75.3718789
120404,"JUNIN","JAUJA","ATAURA",-11.7974571,-75.4456332
120405,"JUNIN","JAUJA","CANCHAYLLO",-11.8018779,-75.7177366
120406,"JUNIN","JAUJA","CURICACA",-11.76559,-75.6790787
120407,"JUNIN","JAUJA","EL MANTARO",-11.816405,-75.3876405
120408,"JUNIN","JAUJA","HUAMALI",-11.8070005,-75.4240414
120409,"JUNIN","JAUJA","HUARIPAMPA",-11.8262557,-75.4848433
120410,"JUNIN","JAUJA","HUERTAS",-11.7601987,-75.469465
120411,"JUNIN","JAUJA","JANJAILLO",-11.7652106,-75.6201561
120412,"JUNIN","JAUJA","JULCAN",-11.759447,-75.4357016
120413,"JUNIN","JAUJA","LEONOR ORDONEZ",-11.8636431,-75.4255131
120414,"JUNIN","JAUJA","LLOCLLAPAMPA",-11.8173673,-75.6243185
120415,"JUNIN","JAUJA","MARCO",-11.7400666,-75.5612829
120416,"JUNIN","JAUJA","MASMA",-11.7856862,-75.4263838
120417,"JUNIN","JAUJA","MASMA CHICCHE",-11.7858677,-75.3817624
120418,"JUNIN","JAUJA","MOLINOS",-11.7375592,-75.4457036
120419,"JUNIN","JAUJA","MONOBAMBA",-11.3607901,-75.3266935
120420,"JUNIN","JAUJA","MUQUI",-11.8332148,-75.4345912
120421,"JUNIN","JAUJA","MUQUIYAUYO",-11.836485,-75.4651205
120422,"JUNIN","JAUJA","PACA",-11.7088153,-75.518081
120423,"JUNIN","JAUJA","PACCHA",-11.8543999,-75.5074027
120424,"JUNIN","JAUJA","PANCAN",-11.7487988,-75.4863444
120425,"JUNIN","JAUJA","PARCO",-11.6809626,-75.0877337
120426,"JUNIN","JAUJA","POMACANCHA",-11.6347181,-75.6842784
120427,"JUNIN","JAUJA","RICRAN",-11.542522,-75.5233267
120428,"JUNIN","JAUJA","SAN LORENZO",-11.8465945,-75.3832957
120429,"JUNIN","JAUJA","SAN PEDRO DE CHUNAN",-11.7173161,-75.4864977
120430,"JUNIN","JAUJA","SAUSA",-11.7937026,-75.4842845
120431,"JUNIN","JAUJA","SINCOS",-11.891261,-75.3879811
120432,"JUNIN","JAUJA","TUNAN MARCA",-11.6968685,-75.604937
120433,"JUNIN","JAUJA","YAULI",-11.7129511,-75.4746334
120434,"JUNIN","JAUJA","YAUYOS",-11.799505,-75.5129163
120501,"JUNIN","JUNIN","JUNIN",-34.5934412,-60.9461678
120502,"JUNIN","JUNIN","CARHUAMAYO",-10.9224563,-76.0578361
120503,"JUNIN","JUNIN","ONDORES",-11.0837184,-76.1470415
120504,"JUNIN","JUNIN","ULCUMAYO",-10.9675151,-75.8778743
120601,"JUNIN","SATIPO","SATIPO",-11.5538237,-74.1181641
120602,"JUNIN","SATIPO","COVIRIALI",-11.3192086,-74.6592756
120603,"JUNIN","SATIPO","LLAYLLA",-11.3814789,-74.5906234
120604,"JUNIN","SATIPO","MAZAMARI",-11.3288086,-74.5306852
120605,"JUNIN","SATIPO","PAMPA HERMOSA",-11.4334433,-74.834495
120606,"JUNIN","SATIPO","PANGOA",-11.7553934,-74.3850308
120607,"JUNIN","SATIPO","RIO NEGRO",-10.9416184,-75.1624194
120608,"JUNIN","SATIPO","RIO TAMBO",-11.0567958,-73.743171
120701,"JUNIN","TARMA","TARMA",-11.2949681,-75.7163878
120702,"JUNIN","TARMA","ACOBAMBA",-11.3525421,-75.6593674
120703,"JUNIN","TARMA","HUARICOLCA",-11.5116371,-75.652586
120704,"JUNIN","TARMA","HUASAHUASI",-11.2652992,-75.6504254
120705,"JUNIN","TARMA","LA UNION",-11.3628554,-75.8176742
120706,"JUNIN","TARMA","PALCA",-11.3462905,-75.5689705
120707,"JUNIN","TARMA","PALCAMAYO",-11.2952088,-75.7718904
120708,"JUNIN","TARMA","SAN PEDRO DE CAJAS",-11.2497005,-75.8626754
120709,"JUNIN","TARMA","TAPO",-11.3898931,-75.5640373
120801,"JUNIN","YAULI","LA OROYA",-11.5213917,-75.8998811
120802,"JUNIN","YAULI","CHACAPALPA",-11.716655,-75.8196008
120803,"JUNIN","YAULI","HUAY HUAY",-11.7176193,-75.9676329
120804,"JUNIN","YAULI","MARCAPOMACOCHA",-11.4067051,-76.3361476
120805,"JUNIN","YAULI","MOROCOCHA",-11.6063221,-76.1326297
120806,"JUNIN","YAULI","PACCHA",-11.8543999,-75.5074027
120807,"JUNIN","YAULI","SANTA BARBARA DE",4.8023713,-73.6488415
120808,"JUNIN","YAULI","SANTA ROSA DE SACCO",-11.5668007,-75.9561306
120809,"JUNIN","YAULI","SUITUCANCHA",-11.7879517,-75.9370765
120810,"JUNIN","YAULI","YAULI",-11.7129511,-75.4746334
120901,"JUNIN","CHUPACA","CHUPACA",-12.1821023,-75.3934183
120902,"JUNIN","CHUPACA","AHUAC",-12.0856856,-75.3207776
120903,"JUNIN","CHUPACA","CHONGOS BAJO",-12.134336,-75.2680793
120904,"JUNIN","CHUPACA","HUACHAC",-12.0205443,-75.3427247
120905,"JUNIN","CHUPACA","HUAMANCACA CHICO",-12.0809635,-75.2421078
120906,"JUNIN","CHUPACA","SAN JUAN DE ISCOS",-12.1187894,-75.3017306
120907,"JUNIN","CHUPACA","SAN JUAN DE JARPA",-12.1257643,-75.4352044
120908,"JUNIN","CHUPACA","TRES DE DICIEMBRE",-12.1254605,-75.2476333
120909,"JUNIN","CHUPACA","YANACANCHA",-12.2010926,-75.3870256
130101,"LA LIBERTAD","TRUJILLO","TRUJILLO",-8.1116778,-79.0287742
130102,"LA LIBERTAD","TRUJILLO","EL PORVENIR",-8.0516808,-79.0016911
130103,"LA LIBERTAD","TRUJILLO","FLORENCIA DE MORA",-8.0820584,-79.0236599
130104,"LA LIBERTAD","TRUJILLO","HUANCHACO",-8.0794934,-79.1202668
130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA",-8.082979,-79.0409936
130106,"LA LIBERTAD","TRUJILLO","LAREDO",-8.0864545,-78.9594124
130107,"LA LIBERTAD","TRUJILLO","MOCHE",-8.1714148,-79.008936
130108,"LA LIBERTAD","TRUJILLO","POROTO",-8.0114305,-78.7680219
130109,"LA LIBERTAD","TRUJILLO","SALAVERRY",-8.2240854,-78.9765458
130110,"LA LIBERTAD","TRUJILLO","SIMBAL",-7.9763428,-78.8136381
130111,"LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA",-8.1320017,-79.0448398
130201,"LA LIBERTAD","ASCOPE","ASCOPE",-7.724625,-79.1836658
130202,"LA LIBERTAD","ASCOPE","CHICAMA",-7.843424,-79.1451857
130203,"LA LIBERTAD","ASCOPE","CHOCOPE",-7.7918461,-79.2226569
130204,"LA LIBERTAD","ASCOPE","MAGDALENA DE CAO",-7.8776501,-79.2944588
130205,"LA LIBERTAD","ASCOPE","PAIJAN",-7.7342569,-79.3032804
130206,"LA LIBERTAD","ASCOPE","RAZURI",-7.6869165,-79.3838209
130207,"LA LIBERTAD","ASCOPE","SANTIAGO DE CAO",-7.9604543,-79.2380208
130208,"LA LIBERTAD","ASCOPE","CASA GRANDE",-7.7446102,-79.1879884
130301,"LA LIBERTAD","BOLIVAR","BOLIVAR",10.4080531,-75.4555336
130302,"LA LIBERTAD","BOLIVAR","BAMBAMARCA",-7.4400512,-77.6927933
130303,"LA LIBERTAD","BOLIVAR","CONDORMARCA",-7.5430367,-77.5889964
130304,"LA LIBERTAD","BOLIVAR","LONGOTEA",-7.0436074,-77.8720314
130305,"LA LIBERTAD","BOLIVAR","UCHUMARCA",-7.0469228,-77.8032337
130306,"LA LIBERTAD","BOLIVAR","UCUNCHA",-7.1654654,-77.8593877
130401,"LA LIBERTAD","CHEPEN","CHEPEN",-7.1070009,-79.4813972
130402,"LA LIBERTAD","CHEPEN","PACANGA",-7.1713536,-79.485808
130403,"LA LIBERTAD","CHEPEN","PUEBLO NUEVO",-7.7665286,-77.5854653
130501,"LA LIBERTAD","JULCAN","JULCAN",-8.14869,-78.47508
130502,"LA LIBERTAD","JULCAN","CALAMARCA",-8.1700672,-78.4115144
130503,"LA LIBERTAD","JULCAN","CARABAMBA",-8.2498878,-78.7134358
130504,"LA LIBERTAD","JULCAN","HUASO",-8.2245143,-78.4137337
130601,"LA LIBERTAD","OTUZCO","OTUZCO",-7.8414958,-78.5256548
130602,"LA LIBERTAD","OTUZCO","AGALLPAMPA",-7.9821175,-78.5467679
130604,"LA LIBERTAD","OTUZCO","CHARAT",-7.8236151,-78.4478236
130605,"LA LIBERTAD","OTUZCO","HUARANCHAL",-7.6897064,-78.4427284
130606,"LA LIBERTAD","OTUZCO","LA CUESTA",-7.9188711,-78.7049478
130608,"LA LIBERTAD","OTUZCO","MACHE",-8.030106,-78.5351497
130610,"LA LIBERTAD","OTUZCO","PARANDAY",-7.8850933,-78.7094374
130611,"LA LIBERTAD","OTUZCO","SALPO",-8.0030772,-78.6043667
130613,"LA LIBERTAD","OTUZCO","SINSICAP",-7.8515877,-78.7545356
130614,"LA LIBERTAD","OTUZCO","USQUIL",-7.8623403,-78.3812231
130701,"LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC",-7.4246919,-79.5032823
130702,"LA LIBERTAD","PACASMAYO","GUADALUPE",-7.2433206,-79.4703695
130703,"LA LIBERTAD","PACASMAYO","JEQUETEPEQUE",-7.3379078,-79.5632502
130704,"LA LIBERTAD","PACASMAYO","PACASMAYO",-7.4256489,-79.4339502
130705,"LA LIBERTAD","PACASMAYO","SAN JOSE",-8.4498367,-78.7387389
130801,"LA LIBERTAD","PATAZ","TAYABAMBA",-8.275946,-77.2962826
130802,"LA LIBERTAD","PATAZ","BULDIBUYO",-8.1272065,-77.3950137
130803,"LA LIBERTAD","PATAZ","CHILLIA",-8.1246309,-77.514993
130804,"LA LIBERTAD","PATAZ","HUANCASPATA",-8.4893613,-77.3174141
130805,"LA LIBERTAD","PATAZ","HUAYLILLAS",-8.1876887,-77.3431565
130806,"LA LIBERTAD","PATAZ","HUAYO",-7.7203263,-78.5488129
130807,"LA LIBERTAD","PATAZ","ONGON",-8.2076315,-76.9831223
130808,"LA LIBERTAD","PATAZ","PARCOY",-8.0337074,-77.4796539
130809,"LA LIBERTAD","PATAZ","PATAZ",-8.2024294,-77.3141069
130810,"LA LIBERTAD","PATAZ","PIAS",-7.8720414,-77.546594
130811,"LA LIBERTAD","PATAZ","SANTIAGO DE CHALLAS",-8.4333101,-77.3647513
130812,"LA LIBERTAD","PATAZ","TAURIJA",-8.307586,-77.4230687
130813,"LA LIBERTAD","PATAZ","URPAY",-7.7895721,-78.095788
130901,"LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",-7.8154676,-78.0487063
130902,"LA LIBERTAD","SANCHEZ CARRION","CHUGAY",-7.8723437,-77.8463557
130903,"LA LIBERTAD","SANCHEZ CARRION","COCHORCO",-7.8092809,-77.6869297
130904,"LA LIBERTAD","SANCHEZ CARRION","CURGOS",-7.8602476,-77.94356
